mean,std,episode,x
0.031, 1.041, 464, 
0.025, 1.039, 465, 
0.034, 1.050, 466, 
0.021, 0.536, 467, 
0.042, 0.698, 468, 
0.017, 1.468, 469, 
0.023, 0.779, 470, 
0.033, 0.787, 471, 
0.018, 0.777, 472, 
0.035, 0.849, 473, 
0.041, 0.986, 474, 
0.020, 0.987, 475, 
0.026, 0.529, 476, 
0.020, 0.902, 477, 
0.027, 0.996, 478, 
0.019, 0.443, 479, 
0.019, 0.651, 480, 
0.014, 0.585, 481, 
0.029, 0.855, 482, 
0.021, 0.992, 483, 
0.024, 0.778, 484, 
0.021, 0.667, 485, 
0.004, 1.684, 486, 
0.022, 0.584, 487, 
0.018, 0.999, 488, 
0.039, 0.800, 489, 
0.026, 1.018, 490, 
0.012, 1.475, 491, 
0.023, 0.767, 492, 
0.033, 0.825, 493, 
0.017, 0.903, 494, 
0.025, 0.629, 495, 
0.011, 0.748, 496, 
0.046, 1.153, 497, 
0.018, 0.486, 498, 
0.027, 1.147, 499, 
0.030, 0.691, 500, 
0.023, 1.048, 501, 
0.018, 0.469, 502, 
0.021, 0.828, 503, 
0.026, 0.800, 504, 
0.012, 1.061, 505, 
0.021, 0.579, 506, 
0.033, 0.717, 507, 
0.032, 0.901, 508, 
0.035, 0.732, 509, 
0.024, 0.768, 510, 
0.013, 0.549, 511, 
0.017, 0.900, 512, 
0.036, 0.849, 513, 
0.042, 1.006, 514, 
0.018, 1.117, 515, 
0.021, 0.532, 516, 
0.014, 1.002, 517, 
0.032, 0.879, 518, 
0.022, 0.549, 519, 
0.011, 0.747, 520, 
0.010, 0.837, 521, 
0.014, 0.476, 522, 
0.020, 0.945, 523, 
0.047, 1.153, 524, 
0.032, 1.144, 525, 
0.020, 0.792, 526, 
0.035, 1.062, 527, 
0.030, 1.174, 528, 
0.021, 0.467, 529, 
0.018, 1.117, 530, 
0.028, 0.560, 531, 
0.020, 1.077, 532, 
0.036, 0.848, 533, 
0.035, 0.781, 534, 
0.032, 0.725, 535, 
0.046, 0.807, 536, 
0.038, 0.729, 537, 
0.016, 0.953, 538, 
0.022, 0.779, 539, 
0.034, 0.717, 540, 
0.029, 1.248, 541, 
0.038, 0.581, 542, 
0.030, 0.692, 543, 
0.029, 0.894, 544, 
0.043, 1.206, 545, 
0.017, 0.820, 546, 
0.025, 0.574, 547, 
0.022, 0.733, 548, 
0.013, 0.663, 549, 
0.019, 0.792, 550, 
0.023, 1.395, 551, 
0.023, 0.766, 552, 
0.013, 0.947, 553, 
0.025, 0.666, 554, 
0.018, 0.915, 555, 
0.032, 0.971, 556, 
0.028, 0.850, 557, 
0.018, 0.903, 558, 
0.034, 0.686, 559, 
0.036, 1.086, 560, 
0.028, 1.000, 561, 
0.027, 0.628, 562, 
0.022, 1.149, 563, 
