mean,std,episode,x
0.025, 0.457, 665, 
0.008, 0.452, 666, 
0.015, 0.394, 667, 
0.020, 0.358, 668, 
0.017, 0.436, 669, 
0.005, 0.564, 670, 
0.009, 0.293, 671, 
0.017, 0.431, 672, 
0.017, 0.602, 673, 
0.017, 0.544, 674, 
0.018, 0.531, 675, 
0.011, 0.234, 676, 
0.021, 0.410, 677, 
0.010, 0.467, 678, 
0.010, 0.738, 679, 
0.008, 0.290, 680, 
0.019, 0.526, 681, 
0.013, 0.453, 682, 
0.019, 0.517, 683, 
0.013, 0.404, 684, 
0.011, 0.338, 685, 
0.022, 0.477, 686, 
0.008, 0.304, 687, 
0.007, 0.388, 688, 
0.019, 0.358, 689, 
0.008, 0.370, 690, 
0.008, 0.277, 691, 
0.009, 0.344, 692, 
0.002, 0.317, 693, 
0.015, 0.505, 694, 
0.021, 0.488, 695, 
0.016, 0.747, 696, 
0.015, 0.358, 697, 
0.029, 0.457, 698, 
0.010, 0.353, 699, 
0.023, 0.411, 700, 
0.008, 0.454, 701, 
0.006, 0.739, 702, 
0.011, 0.380, 703, 
0.004, 0.445, 704, 
0.007, 0.467, 705, 
0.014, 0.726, 706, 
0.024, 0.791, 707, 
0.019, 0.505, 708, 
0.007, 0.379, 709, 
0.014, 0.489, 710, 
0.000, 0.317, 711, 
0.016, 0.394, 712, 
0.013, 0.323, 713, 
0.019, 0.477, 714, 
0.016, 0.366, 715, 
0.017, 0.475, 716, 
0.024, 0.404, 717, 
0.020, 0.441, 718, 
0.008, 0.392, 719, 
0.012, 0.366, 720, 
0.015, 0.470, 721, 
0.006, 0.333, 722, 
0.017, 0.438, 723, 
0.006, 0.505, 724, 
0.020, 0.677, 725, 
0.007, 0.559, 726, 
0.006, 0.327, 727, 
0.004, 0.668, 728, 
0.013, 0.453, 729, 
0.012, 0.293, 730, 
0.012, 0.537, 731, 
0.010, 0.243, 732, 
0.011, 0.287, 733, 
0.007, 0.293, 734, 
0.013, 0.611, 735, 
0.012, 0.582, 736, 
0.017, 0.531, 737, 
0.022, 0.603, 738, 
0.007, 0.477, 739, 
0.011, 0.364, 740, 
0.011, 0.450, 741, 
0.006, 0.467, 742, 
0.013, 0.233, 743, 
0.010, 0.391, 744, 
0.009, 0.388, 745, 
0.008, 0.326, 746, 
0.005, 0.323, 747, 
0.011, 0.353, 748, 
0.005, 0.319, 749, 
0.012, 0.410, 750, 
0.022, 0.496, 751, 
0.014, 0.625, 752, 
0.016, 0.420, 753, 
0.011, 0.458, 754, 
0.009, 0.384, 755, 
0.004, 0.410, 756, 
0.009, 0.477, 757, 
0.010, 0.931, 758, 
0.007, 0.253, 759, 
