mean,std,episode,x
0.009, 0.327,  416, 
0.014, 0.414,  417, 
0.021, 0.352,  418, 
0.012, 0.340,  419, 
0.013, 0.402,  420, 
0.021, 0.503,  421, 
0.010, 0.698,  422, 
0.023, 0.404,  423, 
0.010, 0.389,  424, 
0.009, 0.316,  425, 
0.012, 0.368,  426, 
0.019, 0.381,  427, 
0.016, 0.524,  428, 
0.031, 0.502,  429, 
0.008, 0.290,  430, 
0.012, 0.585,  431, 
0.018, 0.364,  432, 
0.002, 0.398,  433, 
0.015, 0.647,  434, 
0.019, 0.365,  435, 
0.016, 0.728,  436, 
0.007, 0.266,  437, 
0.011, 0.400,  438, 
0.015, 0.447,  439, 
0.016, 0.931,  440, 
0.019, 0.403,  441, 
0.012, 0.641,  442, 
0.009, 0.410,  443, 
0.012, 0.697,  444, 
0.009, 0.328,  445, 
0.009, 0.506,  446, 
0.014, 0.425,  447, 
0.008, 0.513,  448, 
0.019, 0.544,  449, 
0.018, 0.386,  450, 
0.010, 0.314,  451, 
0.016, 0.486,  452, 
0.014, 0.475,  453, 
0.009, 0.243,  454, 
0.008, 0.244,  455, 
0.006, 0.348,  456, 
0.011, 0.320,  457, 
0.010, 0.500,  458, 
0.011, 0.327,  459, 
0.007, 0.253,  460, 
0.011, 0.555,  461, 
0.013, 0.314,  462, 
0.010, 0.380,  463, 
0.006, 0.552,  464, 
0.023, 0.404,  465, 
0.006, 0.333,  466, 
0.012, 0.333,  467, 
0.011, 0.453,  468, 
0.009, 0.316,  469, 
0.011, 0.512,  470, 
0.007, 0.328,  471, 
0.014, 0.420,  472, 
0.016, 0.625,  473, 
0.022, 0.520,  474, 
0.008, 0.256,  475, 
-0.001, 0.850,  476, 
0.015, 0.410,  477, 
0.014, 0.233,  478, 
0.010, 0.512,  479, 
0.014, 0.568,  480, 
0.007, 0.328,  481, 
0.015, 0.427,  482, 
0.002, 0.398,  483, 
0.012, 0.333,  484, 
-0.003, 0.850,  485, 
0.015, 0.315,  486, 
0.008, 0.577,  487, 
0.004, 0.668,  488, 
0.017, 0.424,  489, 
0.017, 0.413,  490, 
0.010, 0.293,  491, 
0.019, 0.528,  492, 
0.014, 0.372,  493, 
0.013, 0.410,  494, 
0.014, 0.537,  495, 
0.010, 0.270,  496, 
0.024, 0.404,  497, 
0.018, 0.486,  498, 
0.019, 0.290,  499, 
0.017, 0.359,  500, 
0.005, 0.445,  501, 
0.016, 0.531,  502, 
0.005, 0.359,  503, 
0.010, 0.314,  504, 
0.017, 0.394,  505, 
0.017, 0.366,  506, 
0.009, 0.500,  507, 
0.015, 0.429,  508, 
0.015, 0.475,  509, 
0.010, 0.472,  510, 
0.017, 0.440,  511, 
0.018, 0.402,  512, 
0.021, 0.503,  513, 
0.013, 0.402,  514, 
0.014, 0.393,  515, 
0.007, 0.266,  516, 
0.015, 0.414,  517, 
0.006, 0.344,  518, 
0.016, 0.498,  519, 
0.013, 0.358,  520, 
0.019, 0.790,  521, 
0.016, 0.747,  522, 
0.007, 0.552,  523, 
0.008, 0.348,  524, 
0.011, 0.410,  525, 
0.014, 0.420,  526, 
0.016, 0.524,  527, 
0.011, 0.494,  528, 
0.018, 0.297,  529, 
0.018, 0.587,  530, 
0.013, 0.410,  531, 
0.012, 0.314,  532, 
0.007, 0.374,  533, 
0.013, 0.468,  534, 
0.011, 0.498,  535, 
0.016, 0.524,  536, 
0.014, 0.402,  537, 
0.011, 0.549,  538, 
0.018, 0.357,  539, 
0.015, 0.470,  540, 
0.015, 0.334,  541, 
0.006, 0.348,  542, 
0.017, 0.451,  543, 
0.009, 0.235,  544, 
0.011, 0.421,  545, 
0.020, 0.411,  546, 
0.014, 0.315,  547, 
0.018, 0.385,  548, 
0.011, 0.498,  549, 
0.006, 0.552,  550, 
0.010, 0.406,  551, 
0.009, 0.487,  552, 
0.015, 0.414,  553, 
0.010, 0.293,  554, 
0.014, 0.366,  555, 
0.008, 0.467,  556, 
0.012, 0.358,  557, 
0.012, 0.619,  558, 
0.015, 0.436,  559, 
0.010, 0.321,  560, 
0.011, 0.549,  561, 
0.017, 0.437,  562, 
0.012, 0.728,  563, 
0.009, 0.328,  564, 
0.017, 0.498,  565, 
0.014, 0.233,  566, 
0.012, 0.340,  567, 
0.010, 0.282,  568, 
0.020, 0.477,  569, 
0.008, 0.577,  570, 
0.005, 0.359,  571, 
0.019, 0.421,  572, 
0.011, 0.293,  573, 
0.011, 0.266,  574, 
0.012, 0.340,  575, 
0.018, 0.403,  576, 
0.018, 0.421,  577, 
0.014, 0.420,  578, 
0.015, 0.411,  579, 
0.019, 0.290,  580, 
0.017, 0.541,  581, 
0.008, 0.379,  582, 
0.008, 0.501,  583, 
0.014, 0.420,  584, 
0.013, 0.320,  585, 
0.011, 0.368,  586, 
0.015, 0.475,  587, 
0.018, 0.462,  588, 
0.008, 0.510,  589, 
0.013, 0.393,  590, 
0.018, 0.426,  591, 
0.012, 0.358,  592, 
0.018, 0.457,  593, 
0.011, 0.389,  594, 
0.006, 0.531,  595, 
0.010, 0.383,  596, 
0.005, 0.418,  597, 
0.014, 0.384,  598, 
0.029, 0.767,  599, 
0.019, 0.290,  600, 
0.020, 0.509,  601, 
0.024, 0.404,  602, 
0.012, 0.358,  603, 
0.009, 0.226,  604, 
0.011, 0.472,  605, 
0.015, 0.233,  606, 
0.011, 0.410,  607, 
0.015, 0.451,  608, 
0.012, 0.324,  609, 
0.010, 0.266,  610, 
0.015, 0.436,  611, 
0.012, 0.468,  612, 
0.020, 0.790,  613, 
0.017, 0.486,  614, 
0.007, 0.290,  615, 
0.010, 0.396,  616, 
0.022, 0.577,  617, 
0.011, 0.421,  618, 
0.018, 0.457,  619, 
0.015, 0.524,  620, 
0.010, 0.388,  621, 
0.032, 0.502,  622, 
0.010, 0.270,  623, 
0.012, 0.549,  624, 
0.005, 0.359,  625, 
0.005, 0.368,  626, 
0.009, 0.222,  627, 
0.030, 0.767,  628, 
0.018, 0.381,  629, 
0.014, 0.391,  630, 
0.012, 0.454,  631, 
0.009, 0.335,  632, 
0.009, 0.454,  633, 
0.019, 0.426,  634, 
0.007, 0.552,  635, 
0.017, 0.391,  636, 
0.017, 0.366,  637, 
0.019, 0.457,  638, 
0.010, 0.621,  639, 
0.021, 0.341,  640, 
0.011, 0.480,  641, 
0.008, 0.379,  642, 
0.013, 0.358,  643, 
0.013, 0.384,  644, 
0.012, 0.574,  645, 
0.010, 0.327,  646, 
0.017, 0.427,  647, 
0.015, 0.372,  648, 
0.019, 0.381,  649, 
0.013, 0.266,  650, 
0.006, 0.739,  651, 
0.017, 0.527,  652, 
0.016, 0.486,  653, 
0.009, 0.384,  654, 
0.008, 0.726,  655, 
0.011, 0.512,  656, 
0.009, 0.287,  657, 
-0.002, 0.851,  658, 
0.006, 0.266,  659, 
0.004, 0.330,  660, 
0.009, 0.621,  661, 
0.021, 0.410,  662, 
0.010, 0.335,  663, 
0.009, 0.233,  664, 
0.007, 0.552,  665, 
0.007, 0.313,  666, 
0.019, 0.527,  667, 
0.012, 0.498,  668, 
0.008, 0.290,  669, 
0.003, 0.398,  670, 
0.003, 0.398,  671, 
0.014, 0.510,  672, 
0.013, 0.579,  673, 
0.016, 0.427,  674, 
0.012, 0.555,  675, 
0.010, 0.426,  676, 
0.016, 0.524,  677, 
0.018, 0.426,  678, 
0.007, 0.344,  679, 
0.012, 0.333,  680, 
0.002, 0.398,  681, 
0.010, 0.690,  682, 
0.008, 0.328,  683, 
0.009, 0.235,  684, 
0.005, 0.333,  685, 
0.004, 0.418,  686, 
0.009, 0.388,  687, 
0.013, 0.291,  688, 
0.006, 0.554,  689, 
0.003, 0.330,  690, 
0.018, 0.360,  691, 
0.012, 0.338,  692, 
0.018, 0.451,  693, 
0.015, 0.494,  694, 
0.011, 0.366,  695, 
0.007, 0.238,  696, 
0.009, 0.494,  697, 
0.011, 0.282,  698, 
0.013, 0.499,  699, 
0.009, 0.293,  700, 
0.003, 0.512,  701, 
0.009, 0.506,  702, 
0.020, 0.790,  703, 
0.018, 0.544,  704, 
0.032, 0.502,  705, 
0.013, 0.266,  706, 
0.021, 0.352,  707, 
0.015, 0.334,  708, 
0.013, 0.554,  709, 
0.014, 0.477,  710, 
0.030, 0.768,  711, 
0.006, 0.319,  712, 
0.013, 0.537,  713, 
0.008, 0.470,  714, 
0.009, 0.496,  715, 
0.011, 0.472,  716, 
0.007, 0.410,  717, 
0.023, 0.404,  718, 
0.007, 0.308,  719, 
0.012, 0.305,  720, 
0.014, 0.418,  721, 
0.005, 0.323,  722, 
0.015, 0.372,  723, 
0.006, 0.374,  724, 
0.015, 0.475,  725, 
0.004, 0.896,  726, 
0.012, 0.400,  727, 
0.014, 0.747,  728, 
0.007, 0.348,  729, 
0.011, 0.454,  730, 
0.009, 0.261,  731, 
0.007, 0.552,  732, 
0.017, 0.418,  733, 
0.010, 0.327,  734, 
0.014, 0.291,  735, 
0.011, 0.549,  736, 
0.011, 0.234,  737, 
0.018, 0.402,  738, 
0.008, 0.494,  739, 
0.021, 0.410,  740, 
0.014, 0.477,  741, 
0.012, 0.698,  742, 
0.010, 0.290,  743, 
0.012, 0.333,  744, 
0.020, 0.496,  745, 
0.019, 0.488,  746, 
0.006, 0.374,  747, 
0.027, 0.541,  748, 
0.016, 0.498,  749, 
0.006, 0.274,  750, 
0.015, 0.646,  751, 
0.013, 0.641,  752, 
0.020, 0.610,  753, 
0.012, 0.396,  754, 
0.010, 0.406,  755, 
0.004, 0.304,  756, 
0.012, 0.499,  757, 
0.007, 0.505,  758, 
0.019, 0.509,  759, 
0.019, 0.630,  760, 
0.016, 0.470,  761, 
0.023, 0.404,  762, 
0.011, 0.320,  763, 
0.012, 0.351,  764, 
0.012, 0.358,  765, 
0.009, 0.370,  766, 
0.010, 0.336,  767, 
0.011, 0.320,  768, 
0.018, 0.431,  769, 
0.004, 0.512,  770, 
0.009, 0.378,  771, 
0.013, 0.396,  772, 
0.018, 0.451,  773, 
0.009, 0.226,  774, 
0.021, 0.352,  775, 
0.011, 0.340,  776, 
0.009, 0.726,  777, 
0.010, 0.287,  778, 
0.010, 0.582,  779, 
0.014, 0.587,  780, 
0.016, 0.717,  781, 
