mean,std,episode,x
0.051, 1.269, 875, 
0.026, 1.374, 876, 
0.041, 0.917, 877, 
0.028, 0.709, 878, 
0.032, 0.893, 879, 
0.016, 0.916, 880, 
0.023, 0.740, 881, 
0.034, 0.770, 882, 
0.036, 0.968, 883, 
0.049, 1.218, 884, 
0.028, 0.878, 885, 
0.041, 1.376, 886, 
0.049, 1.106, 887, 
0.033, 0.655, 888, 
0.037, 1.394, 889, 
0.057, 1.326, 890, 
0.025, 1.245, 891, 
0.037, 0.959, 892, 
0.030, 1.080, 893, 
0.053, 0.843, 894, 
0.039, 1.019, 895, 
0.025, 1.007, 896, 
0.017, 1.208, 897, 
0.067, 1.346, 898, 
0.034, 0.864, 899, 
0.028, 1.366, 900, 
0.046, 1.592, 901, 
0.047, 1.369, 902, 
0.041, 1.115, 903, 
0.092, 1.134, 904, 
0.007, 1.360, 905, 
0.023, 1.099, 906, 
0.040, 1.078, 907, 
0.016, 0.783, 908, 
0.027, 0.699, 909, 
0.050, 0.879, 910, 
0.018, 0.574, 911, 
0.040, 1.352, 912, 
0.033, 0.641, 913, 
0.027, 0.768, 914, 
0.017, 0.765, 915, 
0.043, 1.799, 916, 
0.030, 0.973, 917, 
0.049, 1.218, 918, 
0.049, 1.009, 919, 
0.024, 0.835, 920, 
0.042, 1.075, 921, 
0.046, 1.252, 922, 
0.037, 1.094, 923, 
0.017, 0.573, 924, 
0.038, 1.415, 925, 
0.056, 0.934, 926, 
0.034, 1.409, 927, 
0.026, 0.798, 928, 
0.039, 1.271, 929, 
0.028, 0.759, 930, 
0.039, 0.807, 931, 
0.027, 1.228, 932, 
0.041, 0.909, 933, 
0.045, 1.418, 934, 
0.029, 0.929, 935, 
0.050, 1.924, 936, 
0.027, 0.823, 937, 
0.036, 1.081, 938, 
0.033, 1.181, 939, 
0.051, 0.974, 940, 
0.039, 1.429, 941, 
0.043, 1.147, 942, 
0.039, 0.797, 943, 
0.064, 1.017, 944, 
0.009, 0.763, 945, 
0.038, 1.255, 946, 
0.044, 1.430, 947, 
0.026, 1.083, 948, 
0.024, 1.105, 949, 
-0.019, 2.153, 950, 
0.052, 1.950, 951, 
0.008, 1.373, 952, 
0.031, 1.378, 953, 
0.042, 1.179, 954, 
0.034, 0.575, 955, 
0.030, 1.804, 956, 
0.042, 0.900, 957, 
0.042, 1.042, 958, 
0.024, 1.249, 959, 
0.023, 0.828, 960, 
0.005, 1.835, 961, 
0.033, 0.913, 962, 
0.025, 0.812, 963, 
0.039, 1.805, 964, 
0.033, 0.779, 965, 
0.034, 1.529, 966, 
0.026, 0.669, 967, 
0.047, 0.936, 968, 
0.058, 1.252, 969, 
0.038, 0.908, 970, 
0.048, 1.260, 971, 
0.041, 0.720, 972, 
0.041, 1.244, 973, 
0.050, 1.085, 974, 
0.041, 1.809, 975, 
0.043, 2.309, 976, 
0.037, 1.116, 977, 
0.047, 0.846, 978, 
0.032, 1.535, 979, 
0.025, 1.548, 980, 
0.045, 0.982, 981, 
0.094, 1.781, 982, 
0.022, 0.974, 983, 
0.026, 1.235, 984, 
0.013, 0.891, 985, 
0.031, 1.130, 986, 
0.018, 1.434, 987, 
0.035, 0.784, 988, 
0.049, 0.850, 989, 
0.031, 0.762, 990, 
0.031, 0.807, 991, 
0.044, 1.218, 992, 
0.029, 1.354, 993, 
0.029, 1.166, 994, 
0.044, 0.855, 995, 
